TimeStamp,ON/OFF,Power_W,Current,Sauna Temperature,Humidity,Steam,Water Temperature,Cost,Price_EUR_kWh,T_set
2023-01-12 21:05:20.243602,0.0,40.87,0.18,47.0,99.9,87.37,59.23,3.0859429271641668e-06,0.22811,47
2023-01-12 21:05:21.429437,0.0,40.77,0.18,47.0,99.9,87.4,59.4,3.0634218074512502e-06,0.22811,47
2023-01-12 21:05:22.621489,0.0,40.68,0.18,47.0,99.9,87.69,59.23,3.072684493436e-06,0.22811,47
2023-01-12 21:05:23.807541,0.0,41.62,0.18,47.0,99.9,87.37,59.15,3.127862330551778e-06,0.22811,47
2023-01-12 21:05:24.999543,0.0,39.49,0.17,47.0,99.9,87.5,59.23,2.982675051368834e-06,0.22811,47
2023-01-12 21:05:26.186504,0.0,41.98,0.18,47.0,99.9,87.45,59.07,3.1573353173182772e-06,0.22811,47
2023-01-12 21:05:27.379457,0.0,41.81,0.18,47.0,99.9,87.5,59.07,3.1604238094950833e-06,0.22811,47
2023-01-12 21:05:28.565882,0.0,42.58,0.19,47.0,99.9,87.67,58.83,3.2010154498375004e-06,0.22811,47
2023-01-12 21:05:29.757510,0.0,42.3,0.18,47.0,99.9,87.64,58.75,3.1939115911899995e-06,0.22811,47
2023-01-12 21:05:30.944003,0.0,38.88,0.17,46.9,99.9,87.37,58.75,2.9230299168840007e-06,0.22811,47
2023-01-12 21:05:32.136505,0.0,39.51,0.17,46.9,99.9,87.4,59.15,2.9854374026394995e-06,0.22811,47
2023-01-12 21:05:33.323323,0.0,40.01,0.17,46.9,99.9,87.64,59.15,3.008808169372166e-06,0.22811,47
2023-01-12 21:05:34.516314,0.0,49.81,0.22,46.9,99.9,87.4,58.67,3.7652648741300276e-06,0.22811,47
2023-01-12 21:05:35.703806,0.0,50.97,0.22,46.9,99.9,87.47,58.91,3.835192345032334e-06,0.22811,47
2023-01-12 21:05:36.896295,0.0,49.35,0.21,46.9,99.9,87.47,58.99,3.728922543537916e-06,0.22811,47
2023-01-12 21:05:38.083226,0.0,45.28,0.2,46.8,99.9,87.5,59.64,3.405443778045778e-06,0.22811,47
2023-01-12 21:05:39.276570,0.0,41.04,0.18,46.8,99.9,87.28,58.99,3.1032361781760003e-06,0.22811,47
2023-01-12 21:05:40.463453,0.0,40.94,0.18,46.8,99.9,87.35,58.91,3.0789140926283885e-06,0.22811,47
2023-01-12 21:05:41.655674,0.0,40.03,0.17,46.8,99.9,87.16,58.99,3.0240166717692505e-06,0.22811,47
2023-01-12 21:05:42.841764,0.0,40.27,0.18,46.8,99.9,87.25,58.59,3.0265029231313895e-06,0.22811,47
2023-01-12 21:05:44.033480,0.0,40.18,0.17,46.8,99.9,87.2,59.15,3.034062525282445e-06,0.22811,47
2023-01-12 21:05:45.219723,0.0,39.56,0.17,46.7,99.9,87.2,57.95,2.9735261992441113e-06,0.22811,47
2023-01-12 21:05:46.411266,0.0,40.87,0.18,46.7,99.9,87.2,58.59,3.085717624818084e-06,0.22811,47
2023-01-12 21:05:47.597851,0.0,40.27,0.18,46.8,99.9,87.13,59.07,3.027765996715139e-06,0.22811,47
2023-01-12 21:05:48.789458,0.0,39.65,0.17,46.8,99.9,87.3,58.91,2.993767443147361e-06,0.22811,47
2023-01-12 21:05:49.975869,0.0,40.44,0.18,46.7,99.9,87.2,58.91,3.0401018617256665e-06,0.22811,47
2023-01-12 21:05:51.167498,0.0,40.3,0.18,46.7,99.9,87.2,58.59,3.0429017763769443e-06,0.22811,47
